clades,branching_times,stem_ages,species_numbers,,conditioned on number of species,,,,conditioned on mrca,,
,,,,,-1677.8304318911,0.5498353813,0.4968882973,,-1681.8686128207,0.4306162512,0.3636568924
,,,,,-1677.6533964289,0.570608942,0.5139888881,,-1682.171632875,0.4296655235,0.365260454
,,,,,-1677.5484065107,0.544771935,0.4910085879,,-1682.5138946702,0.4431597326,0.3727815525
,,,,,-1677.7875002026,0.5614342646,0.5013555832,,-1681.7824285509,0.4411964523,0.3743425175
,,,,,-1677.5232595251,0.5659878502,0.5088424751,,-1681.7197629328,0.4475238434,0.3816574072
,,,,,-1677.2542515562,0.5541639631,0.4985144265,,-1683.0009118919,0.4339024865,0.3616004623
,,,,,-1678.2699796673,0.5469659686,0.4951159396,,-1682.1495325024,0.4179232715,0.3481484596
,,,,,-1678.1133512414,0.5612978376,0.5090390534,,-1682.4599470134,0.4169699116,0.3454374745
,,,,,-1677.6641100975,0.5710283736,0.5144975904,,-1682.6935598117,0.4476181113,0.3871973493
,,,,,-1678.1202981619,0.5803780115,0.5227922826,,-1682.1005123104,0.4621109973,0.3945954926
,,,,,-1680.8257198084,0.5864577624,0.5227954808,,-1682.4825637019,0.4379099161,0.3757885301
,,,,,-1678.7502276129,0.6002469064,0.544313953,,-1682.5367467914,0.417179227,0.3522201418
,,,,,-1679.6481305968,0.6096714402,0.5602270849,,-1682.2761419604,0.408868026,0.3403924936
,,,,,-1679.6073887717,0.6208995827,0.5701220209,,-1682.3390111009,0.4057500715,0.3367264459
,,,,,-1680.5367538387,0.6323159876,0.5841676449,,-1683.2889213985,0.3767600312,0.3047750269
,,,,,-1680.0310259952,0.6160604664,0.5581274694,,-1683.2548116487,0.3911952156,0.3236973285
,,,,,-1679.0468599964,0.6074566956,0.5517378002,,-1682.5152190625,0.3997478908,0.3304471296
,,,,,-1679.2299262654,0.6008539629,0.5505746535,,-1682.4541011862,0.4091711146,0.3422773307
,,,,,-1679.0827261393,0.6002958999,0.5495197508,,-1682.2807957997,0.4146266591,0.3479568208
,,,,,-1678.7584376366,0.5991893847,0.5469547723,,-1682.4834984762,0.4277666858,0.3565446894
,,,,,-1678.7390812519,0.591492227,0.5400481977,,-1683.0652718053,0.4190276689,0.345659491
,,,,,-1677.3443041648,0.5590595305,0.5032713487,,-1681.9635978275,0.4250089454,0.3567473582
,,,,,-1677.2462828577,0.5518108935,0.4924598402,,-1682.4297312021,0.4055787733,0.337588859
,,,,,-1679.4305349727,0.5339255274,0.4838123055,,-1687.6586116094,0.3848514421,0.323844958
,,,,,-1677.426887285,0.534209059,0.4800941761,,-1683.0935715161,0.4040494482,0.3299759046
,,,,,-1676.8898187229,0.5435083576,0.4859361844,,-1683.4367493533,0.408738935,0.333936233
,,,,,-1676.8754886987,0.5310605922,0.4749664087,,-1682.9975557963,0.4072679698,0.3335799329
,,,,,-1676.7375784647,0.5318282012,0.4748975967,,-1683.346806577,0.4119323396,0.3375008627
,,,,,-1676.5829232371,0.528975871,0.4690017591,,-1682.1516755034,0.4141235947,0.3459755851
,,,,,-1676.6558215172,0.5154881411,0.4586438859,,-1682.9217623794,0.4222326876,0.3494120596
,,,,,-1676.8125336514,0.5335160321,0.4727478773,,-1682.673933916,0.4208525683,0.3569527046
,,,,,-1676.8461498977,0.5369516739,0.4803307341,,-1681.853633764,0.4329367662,0.3667056627
,,,,,-1676.9683147967,0.5337118281,0.4721464047,,-1682.5335774577,0.4260880301,0.3546159384
,,,,,-1676.3933593212,0.517847011,0.4566650459,,-1682.9469070851,0.4357905591,0.374640241
,,,,,-1676.6542329383,0.5285955258,0.4678179532,,-1682.3995217216,0.4359373869,0.3733038751
,,,,,-1676.752136323,0.5379092212,0.4798849078,,-1681.7528425596,0.4423847633,0.3760916812
,,,,,-1677.5963937014,0.5436889082,0.4813807862,,-1682.4821758204,0.4373785919,0.3751896783
,,,,,-1676.3960616888,0.5159051452,0.4542426993,,-1682.7979179157,0.4340534335,0.3622696264
,,,,,-1677.2342276615,0.5290681597,0.465785528,,-1683.2915724279,0.4232363054,0.3612598365
,,,,,-1679.1071693726,0.5301071858,0.4628834586,,-1682.5275059158,0.412479659,0.3405892926
,,,,,-1677.8548030684,0.5283411783,0.4633214735,,-1682.1076950959,0.4162759908,0.3483153946
,,,,,-1676.4347748704,0.5158660923,0.4539145105,,-1684.0342117623,0.405175815,0.3421074213
,,,,,-1682.0363952467,0.5233464124,0.451515478,,-1682.792497801,0.3918698179,0.3222021196
,,,,,-1676.1443804088,0.5053662083,0.4436716981,,-1682.8753094526,0.3915642233,0.3185514392
,,,,,-1676.1817221451,0.5096527788,0.448991242,,-1683.3532973528,0.3815468391,0.3120003372
,,,,,-1676.0583824377,0.4938966513,0.4338509901,,-1682.7245829791,0.3942690578,0.3249276877
,,,,,-1676.6377012581,0.5027695178,0.4456436714,,-1682.714462046,0.3928278305,0.3210840549
,,,,,-1676.4134722663,0.4996187044,0.4415725886,,-1683.0065683573,0.3922453158,0.3184676515
,,,,,-1677.0903268825,0.4889450984,0.432427435,,-1683.3825413575,0.3857590087,0.3106083056
,,,,,-1676.2721526537,0.5141790839,0.4547259027,,-1683.164285069,0.3984336662,0.3240178974
,,,,,-1676.4578615856,0.5233854161,0.4631291068,,-1682.4568380925,0.4017462263,0.3325952217
,,,,,-1676.3043254621,0.4976518136,0.4334439273,,-1682.919488943,0.4121944156,0.3389116431
,,,,,-1677.2738249169,0.5145089361,0.459592591,,-1682.1761943771,0.4152625179,0.3479194164
,,,,,-1678.7211945572,0.5309026375,0.4795278588,,-1683.9764067371,0.4130271982,0.3373136521
,,,,,-1677.1377721963,0.5493976641,0.4935148385,,-1683.0338862913,0.4258652255,0.3636544584
,,,,,-1677.0105007947,0.5356543326,0.4800408485,,-1685.0331261824,0.3914151266,0.3279283947
,,,,,-1679.2663356279,0.5360684287,0.4857810532,,-1683.6902539776,0.4174503789,0.3425734884
,,,,,-1677.3595143556,0.5301375266,0.4757927144,,-1682.0930912434,0.4196758941,0.3527750418
,,,,,-1677.1632881899,0.5369047869,0.4750516488,,-1682.294117616,0.4182754293,0.3524600078
,,,,,-1678.5384610291,0.5402287009,0.4751782246,,-1683.87303197,0.3957611995,0.330823268
,,,,,-1677.725227947,0.5366669381,0.4730146436,,-1682.5689680832,0.4004192723,0.3286744331
,,,,,-1681.8826560111,0.5186241564,0.4708304879,,-1682.2011054212,0.4233780095,0.3531726331
,,,,,-1677.0503694709,0.5328519986,0.4707878776,,-1681.9692477223,0.429252368,0.3635343947
,,,,,-1677.0653548683,0.5350540514,0.4732923769,,-1682.4648210822,0.4296878663,0.3586264998
,,,,,-1677.0224419846,0.5487450093,0.4914846113,,-1682.2051183998,0.4151270575,0.3450539197
,,,,,-1676.9271788062,0.5442014427,0.4871257672,,-1682.6085850787,0.4146017874,0.342428169
,,,,,-1677.6746293037,0.5452575045,0.4829400618,,-1682.5008520507,0.3997838859,0.3289354672
,,,,,-1676.9710225152,0.5358649934,0.4746782498,,-1683.222204721,0.3780611389,0.3059199357
,,,,,-1676.8582038962,0.5409972566,0.4838499917,,-1683.2426884204,0.3778367794,0.3059275591
,,,,,-1677.3943704795,0.5341417796,0.4799305378,,-1683.6942354056,0.3716276395,0.3006066146
,,,,,-1676.8425146593,0.5255555855,0.4694357195,,-1683.5344142546,0.3899758054,0.3231008219
,,,,,-1676.1259864856,0.4929158602,0.4333358402,,-1682.8983276987,0.38653064,0.3150376867
,,,,,-1675.8742522269,0.4755433776,0.4108967815,,-1684.4761665672,0.3915609176,0.3271238223
,,,,,-1676.9835363194,0.4752418064,0.4063851017,,-1683.0153788778,0.3985581006,0.3318036647
,,,,,-1676.0068180508,0.4777632453,0.4124651086,,-1682.4539047937,0.4008777282,0.330874947
,,,,,-1675.9673021625,0.4706524722,0.4047568337,,-1682.9976515351,0.4069886108,0.3332918221
,,,,,-1675.8132770445,0.4670011663,0.4018498017,,-1683.0509177532,0.3932018386,0.3191997467
,,,,,-1677.6788041457,0.4670192631,0.3959258041,,-1686.5047058252,0.4230807013,0.3442872911
,,,,,-1675.8425521741,0.4678028933,0.4024611313,,-1683.3147397395,0.4254877995,0.3638612671
,,,,,-1675.7653808792,0.4640442875,0.4005333226,,-1682.0126768229,0.4333219331,0.3643755531
,,,,,-1676.1161871014,0.4697942508,0.4091389212,,-1681.7606962814,0.4460758328,0.3814877917
,,,,,-1677.2194972653,0.4822286255,0.4255805062,,-1681.7345617071,0.4471726484,0.3823889781
,,,,,-1676.0625381024,0.4849709742,0.4248480167,,-1682.9600370086,0.4462067838,0.3862732331
,,,,,-1675.8298119116,0.4801763824,0.417014984,,-1681.7414330131,0.4570252802,0.3911269745
,,,,,-1675.833767842,0.4787583303,0.4151287536,,-1681.8769283006,0.4690634335,0.4032392549
,,,,,-1675.7528921545,0.4626552937,0.3987781329,,-1681.9125681278,0.4851802372,0.4249942515
,,,,,-1676.0250270791,0.4576257024,0.3955874996,,-1681.885519088,0.4947634291,0.4343252106
,,,,,-1676.0301052461,0.4500271404,0.3872585133,,-1683.101530567,0.4955958584,0.4399606484
,,,,,-1677.0710230108,0.4501079024,0.3905008497,,-1681.911940714,0.4998672223,0.4391197123
,,,,,-1676.4259435318,0.4567931403,0.3877268348,,-1681.8248698717,0.4890075025,0.4262399458
,,,,,-1676.451651688,0.4462316451,0.3846417153,,-1682.1844066595,0.4789862075,0.4127768947
,,,,,-1675.7447401265,0.4611470215,0.3966183436,,-1681.6899924911,0.4703434022,0.4073525747
,,,,,-1675.7468360466,0.4544617857,0.3894025854,,-1682.6391514824,0.448735152,0.3882930766
,,,,,-1676.1238635747,0.4458793302,0.3770431132,,-1682.083566006,0.4466639817,0.3842026583
,,,,,-1676.1060497816,0.4595596573,0.3980576608,,-1682.4993751778,0.4525615588,0.3829308246
,,,,,-1676.4377322357,0.4641761318,0.4042379074,,-1682.0715575875,0.4518011217,0.3898694963
,,,,,-1675.8226043973,0.4708593067,0.4060918678,,-1684.6184065446,0.4432518873,0.3859653693
,,,,,-1677.2827605251,0.4512702916,0.3922243362,,-1682.6477170396,0.4371819313,0.3660109746
,,,,,-1676.064358435,0.4724261565,0.4117111417,,-1682.0398794129,0.4222227245,0.3554708483
,,,,,-1676.0688491111,0.4727658512,0.4120932682,,-1682.254312878,0.4265032753,0.3619646758
,,,,,-1675.7633478266,0.4597221574,0.3944435406,,-1682.1616949582,0.4219649431,0.3519812314
,,,,,-1676.0321044374,0.4725953914,0.4065614559,,-1681.8709845323,0.43157726,0.3639971339
,,,,,-1675.9164474607,0.4691770647,0.4074473184,,-1683.3441996758,0.4389112114,0.3789871669
,,,,,-1675.9843730625,0.4745307273,0.408976149,,-1682.0081155046,0.4227251288,0.3540883463
,,,,,-1676.0715202865,0.5013103637,0.4395227895,,-1682.5327242404,0.4121374909,0.340221137
,,,,,-1676.602961847,0.5094108448,0.4455718508,,-1682.4256692445,0.4049646547,0.3367455647
,,,,,-1676.3358435493,0.4992335801,0.4351004235,,-1682.8240382816,0.3926903241,0.3199060367
,,,,,-1676.6615551247,0.5127003872,0.4558636708,,-1683.3176655919,0.4099182157,0.3354599122
,,,,,-1676.5114341039,0.5113269827,0.4538479993,,-1682.0642686274,0.4264868381,0.3571235017
,,,,,-1676.7363766052,0.5185092912,0.4554654712,,-1682.15551767,0.4165931444,0.346864744
,,,,,-1677.0344283509,0.5067969271,0.4412188837,,-1684.1853252717,0.414752375,0.3387569395
,,,,,-1676.2941869985,0.4861714614,0.4205283042,,-1683.2425602565,0.3779979468,0.3062143619
,,,,,-1676.2843809456,0.4919604986,0.4331542114,,-1683.0979674672,0.38114705,0.3086076632
,,,,,-1676.1137408031,0.4976283239,0.4379545315,,-1682.8889496305,0.3868191965,0.3154129719
,,,,,-1676.2764042298,0.498585688,0.4399001446,,-1683.6251135014,0.3689139701,0.2945725781
,,,,,-1676.1626287675,0.4795151128,0.4196524102,,-1683.0188790537,0.3836116428,0.3110047933
,,,,,-1676.9233552248,0.4844956109,0.4167196897,,-1683.6657487221,0.3806734656,0.3046102158
,,,,,-1675.8294177832,0.4567714096,0.3934440609,,-1682.8364860752,0.389342919,0.3170825957
,,,,,-1678.2053429383,0.4492273304,0.3756478264,,-1683.87938047,0.3688615076,0.2925768955
,,,,,-1675.9291478498,0.4569323111,0.3943228842,,-1684.6600446943,0.3549291099,0.2766058195
,,,,,-1675.7712884577,0.4521897883,0.3862385213,,-1686.1668962745,0.3402158482,0.2679052173
,,,,,-1676.0497933132,0.4462707521,0.3778030192,,-1683.9190262011,0.3648081683,0.2889268218
,,,,,-1675.9507939647,0.4396535292,0.3751542491,,-1683.0820582792,0.3944450388,0.3202990411
,,,,,-1675.775245592,0.4466497352,0.3812405449,,-1685.0126774818,0.3881847262,0.3241267607
,,,,,-1676.097324442,0.4619850749,0.4006533511,,-1682.3898131588,0.407902593,0.3402794507
,,,,,-1675.9169261605,0.4673810444,0.4014383407,,-1683.4531211023,0.421887272,0.3477810781
,,,,,-1675.7537913296,0.4639074162,0.3993345831,,-1682.5890788693,0.4392338655,0.3775837972
,,,,,-1676.1361865389,0.4595883339,0.3917980548,,-1682.0348143595,0.4256149666,0.3596595258
,,,,,-1676.4248021973,0.4818351098,0.4230868748,,-1682.0772573627,0.4212654941,0.3546411226
,,,,,-1676.1054995864,0.4837311261,0.4186391162,,-1681.9306508151,0.4314170997,0.3658115473
,,,,,-1676.0395645118,0.5003298851,0.4392207184,,-1682.3514143987,0.441578485,0.3716006133
,,,,,-1676.8431043252,0.5033693731,0.4379261548,,-1682.0641308796,0.4477399213,0.3792561448
,,,,,-1676.2071301543,0.5007020847,0.4416365686,,-1682.1050171501,0.4324470774,0.3681590293
,,,,,-1676.2222085027,0.5086006709,0.4493360052,,-1682.5790689631,0.437432385,0.366473851
,,,,,-1676.1464397517,0.5048287747,0.4450755687,,-1682.0728069486,0.4411249571,0.3779271276
,,,,,-1676.3732516517,0.5204817217,0.4608952299,,-1681.7689319159,0.4433927294,0.3784158286
,,,,,-1677.3933327911,0.5434870423,0.4892157947,,-1681.805167936,0.4528314082,0.3895992632
,,,,,-1676.8820601609,0.5389882808,0.4790201821,,-1682.6009167719,0.4824484396,0.4152522174
,,,,,-1676.6588527032,0.5333184683,0.4739793778,,-1681.7763431052,0.4702897811,0.4052836783
,,,,,-1676.2530284546,0.5132985273,0.4536958299,,-1685.1165287715,0.4666098759,0.4122535156
,,,,,-1676.367363208,0.5109850744,0.4527403311,,-1681.9527723958,0.4563506852,0.3890029482
,,,,,-1677.3701827567,0.5063249299,0.43984187,,-1682.8585880724,0.4698147605,0.4007341143
,,,,,-1675.8986956187,0.4848671468,0.4234192337,,-1681.9374518531,0.4494448135,0.3866297062
,,,,,-1675.8602713103,0.4821582537,0.4202483706,,-1681.7438812004,0.4478753962,0.3815272898
,,,,,-1677.0084600339,0.475408746,0.4178215724,,-1682.1076219576,0.4378762779,0.3686167176
,,,,,-1678.1056288555,0.4759513818,0.4049167891,,-1682.0015686981,0.4234154766,0.3547763045
,,,,,-1675.8171397081,0.4782511323,0.415688968,,-1684.3155088122,0.4142229932,0.3379611494
,,,,,-1675.9429896315,0.4769469078,0.411948052,,-1682.4042008363,0.4048401367,0.3363646408
,,,,,-1675.8431351288,0.4822817809,0.4194367416,,-1682.8913962877,0.4078980679,0.3425296732
,,,,,-1676.0933554315,0.4837694244,0.4237731523,,-1682.5995617719,0.4168485339,0.3520605853
,,,,,-1676.4023931559,0.4787402042,0.4118641313,,-1681.9479933926,0.4252234027,0.3579858061
,,,,,-1675.8553341688,0.4551395572,0.3884778739,,-1682.1462871704,0.418970204,0.3491654475
,,,,,-1677.5773092475,0.4416407999,0.3821861104,,-1683.6272034453,0.4058585917,0.3304762757
,,,,,-1676.7155444898,0.4431038762,0.3720960078,,-1682.813684462,0.4142810482,0.3497663512
,,,,,-1675.820868154,0.4387194465,0.3723088379,,-1682.4468807665,0.4129187121,0.3467944866
,,,,,-1675.9556136182,0.4318826518,0.3633974777,,-1682.0652702371,0.4179854058,0.3496955644
,,,,,-1676.9093303674,0.4272493777,0.3646613471,,-1683.0449727648,0.4196469217,0.3565939546
,,,,,-1675.874889639,0.4388372581,0.3735713389,,-1683.5030904413,0.4149393126,0.3522570639
,,,,,-1676.0419757155,0.4352789173,0.3707067301,,-1684.2422502214,0.4080697879,0.3458185437
,,,,,-1676.2352337865,0.436912148,0.3734793002,,-1682.5329379901,0.4064956449,0.3394102773
,,,,,-1675.8155046793,0.4436442902,0.3784935153,,-1682.5622819039,0.4140346719,0.3420251879
,,,,,-1676.0208694594,0.4443854926,0.3759407827,,-1682.6993361294,0.4010784316,0.3284826352
,,,,,-1675.9050014566,0.4431365228,0.3753409123,,-1682.2315004304,0.4120385585,0.342024726
,,,,,-1675.8315780511,0.4515638107,0.3848416541,,-1682.4931732189,0.409028985,0.3373049697
,,,,,-1675.816470681,0.4621250209,0.3964125108,,-1683.9401525904,0.3821074786,0.3052057377
,,,,,-1675.8067879946,0.4752618495,0.412668788,,-1683.048326381,0.3824852964,0.3107485909
,,,,,-1676.0301111405,0.473948341,0.4131558024,,-1683.8799604571,0.3729557835,0.3031680211
,,,,,-1675.8435150485,0.48158423,0.41844713,,-1682.7017722529,0.3957485212,0.3235086102
,,,,,-1675.7777934308,0.4659572951,0.4011357819,,-1682.9833136276,0.4059498813,0.3322684239
,,,,,-1675.8559323424,0.4527591323,0.389239879,,-1682.0068088887,0.422087646,0.3536060671
,,,,,-1675.8552267075,0.4517236842,0.3880849159,,-1682.4852790753,0.4298791727,0.3667070993
,,,,,-1676.5761052941,0.4583634757,0.3889863693,,-1683.2505123756,0.4136366343,0.3501921281
,,,,,-1675.8421963717,0.4753992944,0.4133345128,,-1682.01581624,0.4305576273,0.3654473262
,,,,,-1676.2474855503,0.4804204556,0.420956118,,-1681.8735781617,0.4603120294,0.3937037495
,,,,,-1676.0815034603,0.4940223111,0.434152561,,-1681.7564974005,0.4527160475,0.3890570276
,,,,,-1676.1033966153,0.504782313,0.4439637407,,-1682.1051365265,0.4557539961,0.3943669864
,,,,,-1676.0620888788,0.5018944531,0.4410010134,,-1681.7016281247,0.4556415378,0.391671037
,,,,,-1677.0955399989,0.4913851146,0.4350188056,,-1682.2388888587,0.4489750003,0.3873657309
,,,,,-1676.0623062503,0.4948577802,0.4316824933,,-1681.6940613931,0.4515038621,0.386478175
,,,,,-1676.7819745739,0.4984490674,0.4325995388,,-1683.0886875064,0.4389184775,0.3784597735
,,,,,-1676.2299825628,0.5031720254,0.44022918,,-1681.7367049176,0.4441063752,0.3785331705
,,,,,-1675.8916275391,0.4876816313,0.4252931144,,-1681.7734744204,0.4393798688,0.3732631437
,,,,,-1677.8588508373,0.4781745049,0.407788339,,-1681.8158503292,0.4453225096,0.3781337529
,,,,,-1675.8474189256,0.4803738558,0.416844391,,-1684.9165719064,0.4315372875,0.3733884118
,,,,,-1676.257919132,0.4786904614,0.41916968,,-1682.0331234957,0.4364818381,0.3724423054
,,,,,-1676.2353674394,0.4852381743,0.4259632113,,-1681.8774928093,0.4378568001,0.3699604837
,,,,,-1678.3542196905,0.4880779469,0.4339058039,,-1682.2159242461,0.4230850329,0.3527971831
,,,,,-1679.5602018896,0.4961772177,0.4248259893,,-1683.2712856871,0.4315713502,0.3706275415
,,,,,-1676.525779889,0.4801621552,0.4130381407,,-1682.1116315886,0.4424703935,0.3734474979
,,,,,-1676.160486668,0.4793883479,0.413511517,,-1682.0445946085,0.4427010642,0.3795795993
,,,,,-1675.9399373974,0.4779742063,0.4168407563,,-1681.7154880035,0.4521660737,0.3863345082
,,,,,-1676.3026395663,0.5047646891,0.4416409464,,-1682.1075181097,0.4653393626,0.4048413801
,,,,,-1677.3655715571,0.508587725,0.4423735282,,-1681.881282066,0.457937956,0.3957398009
,,,,,-1676.5181166408,0.527635732,0.4684897971,,-1682.7933676189,0.4727116831,0.4148383598
,,,,,-1676.9000146975,0.5316856317,0.470081875,,-1682.1081696745,0.4823665436,0.416831277
,,,,,-1677.331187153,0.5211222955,0.4565024183,,-1681.8655951039,0.4629617774,0.4011420741
,,,,,-1676.0587882385,0.4975237067,0.434910241,,-1682.7808869266,0.4577928499,0.3878423018
,,,,,-1676.2458859425,0.48071642,0.4212617628,,-1681.7008711989,0.4699162312,0.4071638947
,,,,,-1675.8128682626,0.4680512298,0.4054094867,,-1683.6412215363,0.4609997358,0.4038778573
,,,,,-1676.0983431347,0.4722218584,0.4058282473,,-1681.7186848857,0.4579242388,0.3923405177
,,,,,-1676.044792441,0.4766644543,0.4160964781,,-1685.1021541765,0.4871927877,0.4156871829
,,,,,-1675.7949274072,0.4721083685,0.4079117735,,-1682.6578133444,0.4899374202,0.4233637255
,,,,,-1675.8186567241,0.4707075815,0.4082459946,,-1682.1748286382,0.489040774,0.4303411174
,,,,,-1676.5888162456,0.4656834288,0.3969331763,,-1683.9932099169,0.5137172863,0.4466561702
,,,,,-1675.7931842092,0.4711783113,0.4068571092,,-1682.0243157683,0.5027540258,0.4405547755
,,,,,-1675.8087086268,0.4767072272,0.4131642394,,-1681.8935288275,0.4948021233,0.4344665139
,,,,,-1676.6616943757,0.4681450827,0.3994237191,,-1683.1329624106,0.5143491247,0.4492543131
,,,,,-1676.3118869604,0.4561990266,0.3874553685,,-1682.2374387694,0.5078981819,0.4499486444
,,,,,-1675.7652500758,0.4602738834,0.3950145009,,-1682.0180581746,0.5077228115,0.4470874704
,,,,,-1675.7571739666,0.4617037571,0.3967544917,,-1683.5994190012,0.5064292201,0.4524288822
,,,,,-1676.0182881216,0.4756943274,0.4100846095,,-1682.8834705802,0.5111173943,0.4463180577
,,,,,-1677.8216576482,0.4636297811,0.3919657567,,-1682.0886766903,0.5058852773,0.4437414675
,,,,,-1675.8795887886,0.4557767152,0.3927408161,,-1682.617746591,0.514646444,0.4584208639
,,,,,-1675.748902348,0.4585692746,0.3942917622,,-1682.099840783,0.4972196287,0.4335897441
,,,,,-1676.0273180645,0.4706076271,0.4043824607,,-1682.5193981755,0.5075267383,0.4434523893
,,,,,-1675.8415923124,0.4708569214,0.4086403756,,-1682.1782454548,0.4972818849,0.4332612197
,,,,,-1675.8164030468,0.4560936961,0.3925818857,,-1681.9744105868,0.497326733,0.4345471543
,,,,,-1676.0985550312,0.4565699596,0.3947658623,,-1683.7647504251,0.5045497365,0.4507733345
,,,,,-1677.1032282178,0.4675979534,0.3977368617,,-1685.2294063743,0.4996801758,0.4479527603
,,,,,-1678.1443226761,0.4545139309,0.3814859767,,-1681.9661743815,0.4936562957,0.4303329887
,,,,,-1675.8006769501,0.4443671046,0.3777382664,,-1682.0150037386,0.5053258165,0.4438207702
,,,,,-1675.7872649905,0.4513020578,0.3850550051,,-1681.9549618401,0.502308896,0.442129442
,,,,,-1676.1070916713,0.461895468,0.3944369412,,-1681.8664902764,0.4943760217,0.4336728146
,,,,,-1675.9740707183,0.4613276491,0.3944515258,,-1681.9736520687,0.4881389897,0.4284255653
,,,,,-1675.9659544916,0.4543763282,0.3869416718,,-1682.101199192,0.4878777209,0.4230158728
,,,,,-1677.092856753,0.4731200313,0.4038033338,,-1681.9725456892,0.4849848072,0.4251528095
,,,,,-1676.4421085798,0.483591716,0.4171101682,,-1682.3602409895,0.4949125728,0.4298435991
,,,,,-1676.1526202002,0.4765819247,0.4104221178,,-1682.2485070368,0.4979150497,0.4336605612
,,,,,-1675.8169404335,0.4677447577,0.4026432079,,-1682.1108346193,0.5037805448,0.4410963639
,,,,,-1676.2359476396,0.4588920999,0.3978363761,,-1684.3455719514,0.5237079192,0.4570607049
,,,,,-1676.2579459975,0.4767939685,0.4102278558,,-1683.3572751924,0.5381701803,0.4754931607
,,,,,-1675.7942140739,0.4740340926,0.4102318505,,-1682.8080625593,0.5423697672,0.4827175807
,,,,,-1676.0355522666,0.4482430614,0.3853056374,,-1682.8383417555,0.5473722123,0.4889260136
,,,,,-1675.9326049575,0.4539344843,0.3866557708,,-1682.6053030189,0.5379589353,0.4806842609
,,,,,-1675.7555038098,0.4514411996,0.3859091838,,-1683.3762375151,0.5431174752,0.489613206
,,,,,-1676.1164892024,0.4543976043,0.3924623873,,-1682.9881123783,0.5417419767,0.4868275663
,,,,,-1675.870763745,0.451041203,0.3874453213,,-1682.9529629606,0.5479724739,0.4924818264
,,,,,-1675.812804964,0.4397619466,0.3733453461,,-1682.9528124969,0.5517560366,0.4956672925
,,,,,-1676.3964032917,0.4197273844,0.354404539,,-1683.5555395126,0.5692972657,0.5112640587
,,,,,-1676.3742114692,0.4141039603,0.3427956023,,-1683.3304394127,0.5658359144,0.508674911
,,,,,-1678.1412042648,0.425001144,0.3496271996,,-1683.0141215663,0.5555085582,0.4982759558
,,,,,-1676.3228033461,0.4269628392,0.3624904109,,-1683.0344249517,0.5473218949,0.4923738564
,,,,,-1676.9499440391,0.3921818864,0.3183737953,,-1684.2382349512,0.5475056365,0.4962248797
,,,,,-1676.8165436479,0.3888059939,0.3163992358,,-1683.542886509,0.546606736,0.4935996309
,,,,,-1676.8544175395,0.3875055677,0.316596426,,-1683.8943661911,0.5409739339,0.488814084
,,,,,-1677.8715410368,0.3906517054,0.3138527643,,-1683.0346442711,0.5371686763,0.4825426999
,,,,,-1677.7203633888,0.3973857306,0.3322461386,,-1684.5076745564,0.5468943701,0.48256318
,,,,,-1676.5049483797,0.4000779833,0.3308056876,,-1683.4487829018,0.5612434424,0.5075071612
,,,,,-1676.3256513842,0.4064357844,0.3360656239,,-1684.0486250225,0.5673922262,0.506918649
,,,,,-1678.1321852546,0.4046467263,0.3415102082,,-1683.5743493067,0.5522767805,0.4993281565
,,,,,-1676.4178496961,0.4081990051,0.3406818956,,-1682.7243803888,0.540911282,0.4844520473
,,,,,-1676.139342635,0.4147408875,0.3462601208,,-1684.1787222981,0.5701599299,0.5187628139
,,,,,-1676.4682490928,0.4164604177,0.344738424,,-1683.424457083,0.5691637632,0.5122625297
,,,,,-1676.5649952257,0.4085402336,0.3418872729,,-1683.7197844605,0.5726172284,0.5144119986
,,,,,-1676.6936940797,0.4045941758,0.3317456983,,-1684.7564694056,0.571065102,0.509243223
,,,,,-1676.2726695559,0.4079583905,0.3385292202,,-1683.1741345647,0.5531573019,0.4985730791
,,,,,-1676.5503718622,0.4185704591,0.3465905352,,-1683.1518698502,0.5576128142,0.5023945159
,,,,,-1676.0133235211,0.434791753,0.3659119621,,-1683.0611870627,0.5559658541,0.5001455996
,,,,,-1676.6320698185,0.4264622084,0.3629985528,,-1683.2106001999,0.5588250445,0.5004313241
,,,,,-1675.9474039845,0.4305529354,0.364420293,,-1683.1077027357,0.5572554237,0.4993150115
,,,,,-1677.495229399,0.4528012231,0.3943203155,,-1683.0878111998,0.5541800861,0.495458275
,,,,,-1675.8246516737,0.4719353511,0.4095845653,,-1683.9339550565,0.5698709579,0.5101896286
,,,,,-1675.988553722,0.4506219575,0.3827752511,,-1683.4069727548,0.5596622108,0.5058269411
,,,,,-1675.8574026769,0.4397633186,0.3744657312,,-1683.3247272133,0.5660047016,0.5106548659
,,,,,-1677.0252597004,0.4360723696,0.3748537109,,-1685.5836736768,0.5615582168,0.4969478594
,,,,,-1676.1363922923,0.4322778848,0.3677641585,,-1683.0416157566,0.5484056774,0.4934268232
,,,,,-1676.2827031991,0.4275526369,0.363001661,,-1683.7406575231,0.5472418606,0.4847235456
,,,,,-1675.8311502987,0.4502515977,0.3862348571,,-1683.9858752989,0.5498008539,0.4869906921
,,,,,-1677.6054755739,0.4463754251,0.3874672131,,-1682.4622557752,0.5260435398,0.465167617
,,,,,-1676.1278209196,0.4469959265,0.3782218359,,-1683.2084711867,0.5154939856,0.4503408045
,,,,,-1675.821935599,0.4421510455,0.3751787007,,-1682.085930363,0.512349648,0.4523676927
